"env";"config";"exp";"energy";"current";"next_state";"next_move"
10x10;exp_sensor2;0;100;i_ini;i_vz;3
10x10;exp_sensor2;0;99;i_vz;i_vz;2
10x10;exp_sensor2;0;98;i_vz;i_vz;3
10x10;exp_sensor2;0;97;i_vz;i_s;0
10x10;exp_sensor2;0;96;i_s;i_vz;1
10x10;exp_sensor2;0;95;i_vz;i_ini;1
10x10;exp_sensor2;0;94;i_ini;i_vz;1
10x10;exp_sensor2;0;93;i_vz;i_vz;2
10x10;exp_sensor2;0;92;i_vz;i_vz;3
10x10;exp_sensor2;0;91;i_vz;i_ini;0
10x10;exp_sensor2;0;90;i_ini;i_vz;1
10x10;exp_sensor2;0;89;i_vz;i_vz;0
10x10;exp_sensor2;0;88;i_vz;i_vz;3
10x10;exp_sensor2;0;87;i_vz;i_ini;2
10x10;exp_sensor2;0;86;i_ini;i_vz;2
10x10;exp_sensor2;0;85;i_vz;i_vz;1
10x10;exp_sensor2;0;84;i_vz;i_vz;2
10x10;exp_sensor2;0;83;i_vz;i_vz;3
10x10;exp_sensor2;0;82;i_vz;i_vz;2
10x10;exp_sensor2;0;81;i_vz;i_vz;3
10x10;exp_sensor2;0;80;i_vz;i_vz;3
10x10;exp_sensor2;0;79;i_vz;i_vz;0
10x10;exp_sensor2;0;78;i_vz;i_vz;0
10x10;exp_sensor2;0;77;i_vz;i_vz;1
10x10;exp_sensor2;0;76;i_vz;i_vz;0
10x10;exp_sensor2;0;75;i_vz;i_s;3
10x10;exp_sensor2;0;74;i_s;i_vz;2
10x10;exp_sensor2;0;73;i_vz;i_vz;1
10x10;exp_sensor2;0;72;i_vz;i_vz;0
10x10;exp_sensor2;0;71;i_vz;i_s;0
10x10;exp_sensor2;0;70;i_s;i_vz;1
10x10;exp_sensor2;0;69;i_vz;i_vz;0
10x10;exp_sensor2;0;68;i_vz;i_vz;3
10x10;exp_sensor2;0;67;i_vz;i_s;2
10x10;exp_sensor2;0;66;i_s;i_vz;2
10x10;exp_sensor2;0;65;i_vz;i_ini;1
10x10;exp_sensor2;0;64;i_ini;i_vz;1
10x10;exp_sensor2;0;63;i_vz;i_vz;1
10x10;exp_sensor2;0;62;i_vz;i_vz;1
10x10;exp_sensor2;0;61;i_vz;i_vz;0
10x10;exp_sensor2;0;60;i_vz;i_b;0
10x10;exp_sensor2;0;59;i_b;i_vz;1
10x10;exp_sensor2;0;58;i_vz;i_vz;2
10x10;exp_sensor2;0;57;i_vz;i_b;1
10x10;exp_sensor2;0;56;i_b;i_vz;2
10x10;exp_sensor2;0;55;i_vz;i_b;3
10x10;exp_sensor2;0;54;i_b;i_vz;3
10x10;exp_sensor2;0;53;i_vz;i_b;2
10x10;exp_sensor2;0;52;i_b;i_vz;3
10x10;exp_sensor2;0;51;i_vz;i_vz;2
10x10;exp_sensor2;0;50;i_vz;i_vz;1
10x10;exp_sensor2;0;49;i_vz;i_b;0
10x10;exp_sensor2;0;48;i_b;i_vz;3
10x10;exp_sensor2;0;47;i_vz;i_vz;2
10x10;exp_sensor2;0;46;i_vz;i_vz;2
10x10;exp_sensor2;0;45;i_vz;i_vz;3
10x10;exp_sensor2;0;44;i_vz;i_vz;3
10x10;exp_sensor2;0;43;i_vz;i_vz;0
10x10;exp_sensor2;0;42;i_vz;i_vz;0
10x10;exp_sensor2;0;41;i_vz;i_vz;3
10x10;exp_sensor2;0;40;i_vz;i_vz;0
10x10;exp_sensor2;0;39;i_vz;i_s;0
10x10;exp_sensor2;0;38;i_s;i_vz;1
10x10;exp_sensor2;0;37;i_vz;i_vz;1
10x10;exp_sensor2;0;36;i_vz;i_vz;2
10x10;exp_sensor2;0;35;i_vz;i_ini;3
10x10;exp_sensor2;0;34;i_ini;i_vz;3
10x10;exp_sensor2;0;33;i_vz;i_vz;2
10x10;exp_sensor2;0;32;i_vz;i_vz;1
10x10;exp_sensor2;0;31;i_vz;i_vz;2
10x10;exp_sensor2;0;30;i_vz;i_vz;2
10x10;exp_sensor2;0;29;i_vz;i_vz;2
10x10;exp_sensor2;0;28;i_vz;i_vz;2
10x10;exp_sensor2;0;27;i_vz;i_s;1
10x10;exp_sensor2;0;26;i_s;i_b;1
10x10;exp_sensor2;0;25;i_b;i_s;2
10x10;exp_sensor2;0;24;i_s;i_b;1
10x10;exp_sensor2;0;23;i_b;i_vz;1
10x10;exp_sensor2;0;22;i_vz;i_bf;0
10x10;exp_sensor2;0;21;i_bf;i_gl;1
10x10;exp_sensor2;1;100;i_ini;i_vz;2
10x10;exp_sensor2;1;99;i_vz;i_vz;3
10x10;exp_sensor2;1;98;i_vz;i_vz;3
10x10;exp_sensor2;1;97;i_vz;i_s;0
10x10;exp_sensor2;1;96;i_s;i_vz;1
10x10;exp_sensor2;1;95;i_vz;i_ini;1
10x10;exp_sensor2;1;94;i_ini;i_vz;2
10x10;exp_sensor2;1;93;i_vz;i_vz;3
10x10;exp_sensor2;1;92;i_vz;i_vz;0
10x10;exp_sensor2;1;91;i_vz;i_s;0
10x10;exp_sensor2;1;90;i_s;i_vz;1
10x10;exp_sensor2;1;89;i_vz;i_vz;1
10x10;exp_sensor2;1;88;i_vz;i_b;1
10x10;exp_sensor2;1;87;i_b;i_vz;2
10x10;exp_sensor2;1;86;i_vz;i_vz;1
10x10;exp_sensor2;1;85;i_vz;i_vz;0
10x10;exp_sensor2;1;84;i_vz;i_b;3
10x10;exp_sensor2;1;83;i_b;i_vz;3
10x10;exp_sensor2;1;82;i_vz;i_vz;2
10x10;exp_sensor2;1;81;i_vz;i_vz;1
10x10;exp_sensor2;1;80;i_vz;i_vz;2
10x10;exp_sensor2;1;79;i_vz;i_vz;3
10x10;exp_sensor2;1;78;i_vz;i_vz;3
10x10;exp_sensor2;1;77;i_vz;i_vz;2
10x10;exp_sensor2;1;76;i_vz;i_vz;2
10x10;exp_sensor2;1;75;i_vz;i_vz;1
10x10;exp_sensor2;1;74;i_vz;i_vz;0
10x10;exp_sensor2;1;73;i_vz;i_vz;3
10x10;exp_sensor2;1;72;i_vz;i_vz;2
10x10;exp_sensor2;1;71;i_vz;i_vz;3
10x10;exp_sensor2;1;70;i_vz;i_vz;3
10x10;exp_sensor2;1;69;i_vz;i_b;2
10x10;exp_sensor2;1;68;i_b;i_vz;1
10x10;exp_sensor2;1;67;i_vz;i_b;2
10x10;exp_sensor2;1;66;i_b;i_vz;2
10x10;exp_sensor2;1;65;i_vz;i_b;3
10x10;exp_sensor2;1;64;i_b;i_vz;2
10x10;exp_sensor2;1;63;i_vz;i_vz;1
10x10;exp_sensor2;1;62;i_vz;i_vz;1
10x10;exp_sensor2;1;61;i_vz;i_s;1
10x10;exp_sensor2;1;60;i_s;i_vz;1
10x10;exp_sensor2;1;59;i_vz;i_s;0
10x10;exp_sensor2;1;58;i_s;i_b;1
10x10;exp_sensor2;1;57;i_b;i_vz;1
10x10;exp_sensor2;1;56;i_vz;i_f;1
10x10;exp_sensor2;1;55;i_f;i_gl;0
10x10;exp_sensor2;2;100;i_ini;i_vz;2
10x10;exp_sensor2;2;99;i_vz;i_vz;3
10x10;exp_sensor2;2;98;i_vz;i_vz;0
10x10;exp_sensor2;2;97;i_vz;i_s;0
